pair_id,task,query_id,target_id,query_smiles,target_smiles,gold_relation,binary_label,gold_source,source_type,hard_negative_type
hardneg_003442,chembl36_external,chembl36_hard_0050496,chembl36_hard_0050493,C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)OC)[C@](C(=O)OC)(O1)[C@H](OC(=O)/C=C/[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)OC)(O1)[C@H](OC(=O)/C=C/[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003443,chembl36_external,chembl36_hard_0050496,chembl36_hard_0049852,C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)OC)[C@](C(=O)OC)(O1)[C@H](OC(=O)/C=C/[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,C=C(CCC12OC(C(=O)O)C(O)(C(=O)O)C(C(=O)OC)(O1)[C@@H](OC(=O)/C=C/[C@@H](C)C[C@@H](C)CC)[C@H]2O)C(OC(C)=O)[C@H](C)Cc1ccccc1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003444,chembl36_external,chembl36_hard_0050496,chembl36_hard_0050506,C=C(CC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)OC)[C@](C(=O)OC)(O1)[C@H](OC(=O)/C=C/[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,C=C(CC[C@]12O[C@H](C(=O)OC)[C@@](O)(C(=O)OC)[C@](C(=O)OC)(O1)[C@H](OC(=O)/C=C/[C@@H](C)C[C@@H](C)CC)[C@H]2O)[C@@H](OC(C)=O)[C@H](C)Cc1ccccc1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003445,clintox_tox,clintox_tox_000142,clintox_tox_000115,Clc1cccc(Cl)c1NC1=[NH+]CCN1,Nc1cc(Cl)c(NC2=[NH+]CCN2)c(Cl)c1,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003446,chembl36_external,chembl36_hard_0040315,chembl36_hard_0040337,C1CCN2CC3CC(CN4CCCCC34)C2C1,C1CCN2C[C@H]3C[C@H](CN4CCCCC34)C2C1.I,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003447,chembl36_external,chembl36_hard_0040315,chembl36_hard_0040331,C1CCN2CC3CC(CN4CCCCC34)C2C1,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1.I,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003448,chembl36_external,chembl36_hard_0057241,chembl36_hard_0057234,C=C1C(=O)[C@@]23[C@H](O)C[C@@H]4C(C)(C)CCC[C@@]4(COC(C)=O)[C@@H]2[C@@H](O)C[C@H]1[C@H]3OC(=O)c1ccccc1Cl,C=C1C(=O)[C@@]23[C@H](O)C[C@@H]4C(C)(C)CCC[C@@]4(COC(C)=O)[C@@H]2[C@@H](O)C[C@H]1[C@H]3OC(=O)c1cccc(Cl)c1Cl,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003449,bace,bace_000901,bace_000954,COC(=O)NC1CCC([NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CC1,CC(=O)NC1CCC([NH2+]CC(O)C(Cc2cc(F)cc(F)c2)NC(C)=O)(c2cccc(C(C)(C)C)c2)CC1,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003450,hiv,hiv_030283,hiv_036345,CC(=O)C(N=Nc1nccs1)C(C)=O,Cc1csc(NNC(N)=O)n1,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003451,tox21_are,tox21_are_001082,tox21_are_003571,Cc1cccc2ccccc12,CNC(=O)Oc1cccc2ccccc12,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003452,tox21_ahr,tox21_ahr_001953,tox21_ahr_007744,CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,OCc1c[nH]c2ccccc12,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003453,chembl36_external,chembl36_hard_0109856,chembl36_hard_0109846,CC#C[C@@H](Cc1nnn[nH]1)c1ccc(OCc2ccc3scc(-c4ccc(OCCOC)cc4C)c3c2)cc1,CC#C[C@@H](Cc1nnn[nH]1)c1ccc(OCc2ccc3scc(-c4cc(OCCOC)ccc4C)c3c2)cc1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003454,chembl36_external,chembl36_hard_0101454,chembl36_hard_0101455,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2ccc(Cl)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1CN(S(=O)(=O)c2ccc(F)cc2)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003455,chembl36_external,chembl36_hard_0092578,chembl36_hard_0092570,C=CCOc1ccc(C[C@H](NC(C)=O)C(=O)N[C@@H](Cc2cccc(OCC=C)c2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(N)=O)cc1,C=CCOc1ccc(C[C@H](NC(=O)[C@H](Cc2cccc(OCC=C)c2)NC(C)=O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(N)=O)cc1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003456,chembl36_external,chembl36_hard_0092578,chembl36_hard_0092573,C=CCOc1ccc(C[C@H](NC(C)=O)C(=O)N[C@@H](Cc2cccc(OCC=C)c2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(N)=O)cc1,C=CCOc1ccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(C)=O)C(=O)N[C@@H](Cc2cccc(OCC=C)c2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(N)=O)cc1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003457,chembl36_external,chembl36_hard_0092578,chembl36_hard_0092569,C=CCOc1ccc(C[C@H](NC(C)=O)C(=O)N[C@@H](Cc2cccc(OCC=C)c2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(N)=O)cc1,C=CCOc1ccc(C[C@H](NC(=O)[C@H](Cc2cccc(OCC=C)c2)NC(=O)[C@H](Cc2ccccc2)NC(C)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(N)=O)cc1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003458,chembl36_external,chembl36_hard_0092578,chembl36_hard_0092988,C=CCOc1ccc(C[C@H](NC(C)=O)C(=O)N[C@@H](Cc2cccc(OCC=C)c2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(N)=O)cc1,C=CCOc1cccc(C[C@H](NC(C)=O)C(=O)N[C@@H](Cc2cccc(OCC=C)c2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(N)=O)c1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003459,chembl36_external,chembl36_hard_0092578,chembl36_hard_0092987,C=CCOc1ccc(C[C@H](NC(C)=O)C(=O)N[C@@H](Cc2cccc(OCC=C)c2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(N)=O)cc1,C=CCOc1cccc(C[C@H](NC(=O)[C@H](Cc2ccccc2)NC(C)=O)C(=O)N[C@@H](Cc2cccc(OCC=C)c2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CCCCN)C(N)=O)c1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003460,tox21_ahr,tox21_ahr_004981,tox21_ahr_006434,CCCCCCCCCCCCN1CCCC1=O,CCCCCCCCN1CCCC1=O,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003461,tox21_ahr,tox21_ahr_004981,tox21_ahr_006434,CCCCCCCCCCCCN1CCCC1=O,CCCCCCCCN1CCCC1=O,none,0,phase0_clean_and_same_benchmark_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003462,bace,bace_001433,bace_001047,NC1=NC2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)CC2CCS1,NC1=NC2(c3cccc(NC(=O)c4ccc(Cl)cn4)c3)CC2CS1,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003463,tox21_are,tox21_are_005393,tox21_are_001799,O=C1CCCCCCCCCCCCCC1,O=C1CCCCCCCCCCC1,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003464,chembl36_external,chembl36_hard_0095177,chembl36_hard_0095175,C=CC[N+]1(C)CCN(C(=O)CCCCCCCCCCCCCCCCCCCCC)CC1,C=CC[N+]1(C)CCN(C(=O)CCCCCCCCCCCCCCC)CC1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003465,chembl36_external,chembl36_hard_0095177,chembl36_hard_0095176,C=CC[N+]1(C)CCN(C(=O)CCCCCCCCCCCCCCCCCCCCC)CC1,C=CC[N+]1(C)CCN(C(=O)CCCCCCCCCCCCCCC)CC1.[Br-],none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003466,chembl36_external,chembl36_hard_0118831,chembl36_hard_0118834,CC(=O)N(O)CCCCCC(=O)Nc1ccccc1,CC(=O)N(O)CCCCCCCC(=O)Nc1ccccc1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003467,hiv,hiv_027811,hiv_024966,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)CCCCCCCCCCCCl)O2)c(=O)[nH]c1=O,Cc1cn(C2CC(O)C(COC(=O)CCCCCCCCCCN=[N+]=[N-])O2)c(=O)[nH]c1=O,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003468,clintox_tox,clintox_tox_001058,clintox_tox_001057,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,none,0,phase0_clean_and_same_benchmark_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003469,clintox_tox,clintox_tox_001058,clintox_fda_001057,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H]([NH+](C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,none,0,phase0_clean_and_same_benchmark_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003470,tox21_ahr,tox21_ahr_007355,tox21_ahr_004664,CC(=O)c1sc(C)nc1C,CC(=O)c1nccs1,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003471,tox21_are,tox21_are_006613,tox21_are_004105,O=C(O)c1ccccn1,OCc1ccccn1,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003472,sider_gastro,sider_gastro_000550,sider_gastro_000553,CC12CCC3c4ccc(O)cc4CCC3C1CCC2OC(=O)CCC1CCCC1,CCCCC(=O)OC1CCC2C3CCc4cc(O)ccc4C3CCC12C,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003473,hiv,hiv_040790,hiv_005551,COc1cc(C(=O)O)c(C(=O)c2ccc([N+](=O)[O-])cc2)cc1OC,CCCCCCCCOc1ccc(C(=O)c2ccccc2)c(O)c1,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003474,bace,bace_000565,bace_001173,CCn1cc(C2(c3ccc(F)c(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1,CCn1cc([C@@]2(c3cccc(-c4cccnc4F)c3)N=C(N)N(C)C2=O)cn1,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003475,tox21_ahr,tox21_ahr_007474,tox21_ahr_005572,CCCCCCOC(=O)CCC,NNC(=O)CCCCC(=O)NN,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003476,tox21_ahr,tox21_ahr_007474,clean_0013196,CCCCCCOC(=O)CCC,CCCCCOC(=O)CCC,none,0,phase0_clean_and_same_benchmark_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003477,hiv,hiv_026189,hiv_024966,Cc1cn(C2CC(N=[N+]=[N-])C(COC(=O)CCCCCCCCCCBr)O2)c(=O)[nH]c1=O,Cc1cn(C2CC(O)C(COC(=O)CCCCCCCCCCN=[N+]=[N-])O2)c(=O)[nH]c1=O,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003478,clintox_tox,clintox_tox_000508,clintox_tox_000845,C#CC[NH+](C)[C@H](C)Cc1ccccc1,CC(=O)Oc1ccccc1C(=O)O,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003479,hiv,hiv_009973,hiv_009994,COC(=O)NC1(NC(=O)OC)NC(=O)c2ccccc2N1,COC(=O)NC1(NC(=O)OC)NC(=O)c2cc(OC)c(OC)c(OC)c2N1,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003480,tox21_are,tox21_are_002360,tox21_are_004325,COCCOCCOC,C=CC(=O)OCCOCCOC(=O)C=C,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003481,clintox_tox,clintox_tox_000994,clintox_tox_001447,Cc1ccc(C(=O)c2cc(O)c([O-])c([N+](=O)[O-])c2)cc1,COc1ccc(C(=O)c2ccccc2)c(O)c1,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003482,tox21_mmp,tox21_mmp_006970,tox21_mmp_005207,c1ccc(Sc2ccccc2)cc1,Clc1ccc(Sc2cc(Cl)c(Cl)cc2Cl)cc1,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003483,chembl36_external,chembl36_hard_0089914,chembl36_hard_0089885,C=CCNc1nc(NCC=C)nc(N2CCC(NCC3c4ccccc4COc4ccccc43)CC2)n1,C=CCNc1nc(NCC)nc(N2CCC(NCC3c4ccccc4COc4ccccc43)CC2)n1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003484,chembl36_external,chembl36_hard_0089914,chembl36_hard_0089882,C=CCNc1nc(NCC=C)nc(N2CCC(NCC3c4ccccc4COc4ccccc43)CC2)n1,C=CCNc1nc(NC)nc(N2CCC(NCC3c4ccccc4COc4ccccc43)CC2)n1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003485,hiv,hiv_014912,hiv_014905,N=C(N)NNC(=O)CCn1[nH]c(=O)c(Cl)c(Cl)c1=O,CCOC(CCn1[nH]c(=O)c(Cl)c(Cl)c1=O)=NNC(=O)C(=O)NN,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003486,chembl36_external,chembl36_hard_0001110,chembl36_hard_0001136,Br.CCCCCCCCCCn1ccc(=N)cc1,Br.CCCCCCCCn1ccc(=N)cc1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003487,chembl36_external,chembl36_hard_0001110,chembl36_hard_0001100,Br.CCCCCCCCCCn1ccc(=N)cc1,Br.CCCCCCCCCCCCn1ccc(=N)cc1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003488,chembl36_external,chembl36_hard_0001110,chembl36_hard_0001119,Br.CCCCCCCCCCn1ccc(=N)cc1,Br.CCCCCCCCCn1ccc(=N)cc1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003489,chembl36_external,chembl36_hard_0001110,chembl36_hard_0001152,Br.CCCCCCCCCCn1ccc(=N)cc1,Br.CCCCCCn1ccc(=N)cc1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003490,sider_gastro,sider_gastro_001232,sider_gastro_001000,CCOc1ccc(C[C@@H](CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])N(CC(=O)[O-])CC(=O)[O-])cc1.[Gd+3].[H+].[H+],CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003491,tox21_mmp,tox21_mmp_006704,tox21_mmp_006822,O=C(O)CC(=O)C(=O)O,CCCCC(CC)C(=O)[O-].CCCCC(CC)C(=O)[O-].[Ba+2],none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003492,clintox_fda,clintox_fda_001465,chembl36_hard_0018651,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCO)cc23)c1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003493,clintox_fda,clintox_fda_001465,chembl36_hard_0018634,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,C#Cc1cccc(Nc2ncnc3cc(OCCO)c(OCCOC)cc23)c1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003494,bace,bace_000994,bace_000461,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)C[NH2+]C4CC4)cc13)NS(=O)(=O)CCC2,CCc1cn2c3c(cc(C(=O)NC(Cc4ccccc4)C(O)C[NH2+]C4CC4)cc13)N(C)S(=O)(=O)CC2,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003495,hiv,hiv_041027,hiv_040355,CC(C)CCCC(C)C1CCC2C3CCC4CC(CCC=C(c5cc(Cl)c(OCc6cccc(B7OC(C)(C)C(C)(C)O7)c6)c(C(=O)OCc6cccc(B7OC(C)(C)C(C)(C)O7)c6)c5)c5cc(Cl)c(OCc6cccc(B7OC(C)(C)C(C)(C)O7)c6)c(C(=O)OCc6cccc(B7OC(C)(C)C(C)(C)O7)c6)c5)CCC4(C)C3CCC12C,CC(C)CCCC(C)C1CCC2C3CCC4CC(CCC=C(c5cc(Cl)c(OCc6cccc([N+](=O)[O-])c6)c(C(=O)O)c5)c5cc(Cl)c(OCc6cccc([N+](=O)[O-])c6)c(C(=O)O)c5)CCC4(C)C3CCC12C.[NaH],none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003496,bace,bace_000950,bace_001076,CC(NC(=O)c1cc(COCC(C)([NH3+])Cc2ccccc2)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,CC(NC(=O)c1cc(COCC([NH3+])(Cc2ccccc2)C(F)F)cc(N(C)S(C)(=O)=O)c1)c1ccc(F)cc1,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003497,bbbp,bbbp_001116,bbbp_000128,CCC(=O)O[C@]1(C(=O)SCCl)[C@H](C)C[C@H]2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003498,bbbp,bbbp_000631,bbbp_000844,C[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H](C)N1,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003499,chembl36_external,chembl36_hard_0123788,chembl36_hard_0123789,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CC(N)=O,CC(=O)N1CCC[C@H]1C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](/C=C/S(=O)(=O)c1ccccc1)CC(N)=O,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
hardneg_003500,tox21_ahr,tox21_ahr_001337,tox21_ahr_002511,C=C[Si](OC(=C)C)(OC(=C)C)OC(=C)C,CNC(C)CCC=C(C)C,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003501,bbbp,bbbp_000232,bbbp_001760,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003502,hiv,hiv_027027,hiv_024966,CCSCCCCCCCCCCC(=O)OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1F,Cc1cn(C2CC(O)C(COC(=O)CCCCCCCCCCN=[N+]=[N-])O2)c(=O)[nH]c1=O,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003503,tox21_mmp,tox21_mmp_002466,tox21_mmp_001379,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,CC(C)(C)c1nnc(NS(=O)(=O)c2ccccc2)s1,none,0,phase0_same_benchmark_split,self_rerun_hard_negative,activity_cliff_same_task_opposite_label
hardneg_003504,chembl36_external,chembl36_hard_0013536,chembl36_hard_0013534,C#CCOCCOCCOCCNc1nc(N2CCN(C(=O)[C@H](CCCCN)n3cc(CCCC)nn3)CC2)nc(N2CCN(C(=O)[C@H](CCCCN)n3cc(CCCC)nn3)CC2)n1,C#CCOCCOCCOCCNc1nc(N2CCN(C(=O)[C@H](CCCCN)n3cc(CCCC)nn3)CC2)nc(N2CCN(C(=O)[C@H](CCCCN)n3cc(CCC(=O)O)nn3)CC2)n1,none,0,external_registry_and_corpus_pool,self_rerun_hard_negative,ecfp_tanimoto_ge_0_90
